Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url,icon
Sandaconda,"['Ground', '']",510,72,107,125,65,70,71,https://pokemondb.net/pokedex/sandaconda,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
Cramorant,"['Flying', 'Water']",475,70,85,55,85,95,85,https://pokemondb.net/pokedex/cramorant,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
Arrokuda,"['Water', '']",280,41,63,40,40,30,66,https://pokemondb.net/pokedex/arrokuda,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
Barraskewda,"['Water', '']",490,61,123,60,60,50,136,https://pokemondb.net/pokedex/barraskewda,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
Toxel,"['Electric', 'Poison']",242,40,38,35,54,35,40,https://pokemondb.net/pokedex/toxel,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
Toxtricity,"['Electric', 'Poison']",502,75,98,70,114,70,75,https://pokemondb.net/pokedex/toxtricity,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
Sizzlipede,"['Fire', 'Bug']",305,50,65,45,50,50,45,https://pokemondb.net/pokedex/sizzlipede,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
Centiskorch,"['Fire', 'Bug']",525,100,115,65,90,90,65,https://pokemondb.net/pokedex/centiskorch,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
Clobbopus,"['Fighting', '']",310,50,68,60,50,50,32,https://pokemondb.net/pokedex/clobbopus,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
Grapploct,"['Fighting', '']",480,80,118,90,70,80,42,https://pokemondb.net/pokedex/grapploct,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
Sinistea,"['Ghost', '']",308,40,45,45,74,54,50,https://pokemondb.net/pokedex/sinistea,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
Polteageist,"['Ghost', '']",508,60,65,65,134,114,70,https://pokemondb.net/pokedex/polteageist,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
Hatenna,"['Psychic', '']",265,42,30,45,56,53,39,https://pokemondb.net/pokedex/hatenna,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
Hattrem,"['Psychic', '']",370,57,40,65,86,73,49,https://pokemondb.net/pokedex/hattrem,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
Hatterene,"['Psychic', 'Fairy']",510,57,90,95,136,103,29,https://pokemondb.net/pokedex/hatterene,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
Impidimp,"['Dark', 'Fairy']",265,45,45,30,55,40,50,https://pokemondb.net/pokedex/impidimp,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
Morgrem,"['Dark', 'Fairy']",370,65,60,45,75,55,70,https://pokemondb.net/pokedex/morgrem,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
Grimmsnarl,"['Dark', 'Fairy']",510,95,120,65,95,75,60,https://pokemondb.net/pokedex/grimmsnarl,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
Obstagoon,"['Dark', 'Normal']",520,93,90,101,60,81,95,https://pokemondb.net/pokedex/obstagoon,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
Perrserker,"['Steel', '']",440,70,110,100,50,60,50,https://pokemondb.net/pokedex/perrserker,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
Cursola,"['Ghost', '']",510,60,95,50,145,130,30,https://pokemondb.net/pokedex/cursola,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
Sirfetch'd,"['Fighting', '']",507,62,135,95,68,82,65,https://pokemondb.net/pokedex/sirfetchd,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
Mr. Rime,"['Ice', 'Psychic']",520,80,85,75,110,100,70,https://pokemondb.net/pokedex/mr-rime,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
Runerigus,"['Ground', 'Ghost']",483,58,95,145,50,105,30,https://pokemondb.net/pokedex/runerigus,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
Milcery,"['Fairy', '']",270,45,40,40,50,61,34,https://pokemondb.net/pokedex/milcery,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
Alcremie,"['Fairy', '']",495,65,60,75,110,121,64,https://pokemondb.net/pokedex/alcremie,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
Falinks,"['Fighting', '']",470,65,100,100,70,60,75,https://pokemondb.net/pokedex/falinks,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
Pincurchin,"['Electric', '']",435,48,101,95,91,85,15,https://pokemondb.net/pokedex/pincurchin,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
Snom,"['Ice', 'Bug']",185,30,25,35,45,30,20,https://pokemondb.net/pokedex/snom,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
Frosmoth,"['Ice', 'Bug']",475,70,65,60,125,90,65,https://pokemondb.net/pokedex/frosmoth,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
Stonjourner,"['Rock', '']",470,100,125,135,20,20,70,https://pokemondb.net/pokedex/stonjourner,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
Eiscue,"['Ice', '']",470,75,80,110,65,90,50,https://pokemondb.net/pokedex/eiscue,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
Indeedee,"['Psychic', 'Normal']",475,60,65,55,105,95,95,https://pokemondb.net/pokedex/indeedee,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
Morpeko,"['Electric', 'Dark']",436,58,95,58,70,58,97,https://pokemondb.net/pokedex/morpeko,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
Cufant,"['Steel', '']",330,72,80,49,40,49,40,https://pokemondb.net/pokedex/cufant,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
Copperajah,"['Steel', '']",500,122,130,69,80,69,30,https://pokemondb.net/pokedex/copperajah,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
Dracozolt,"['Electric', 'Dragon']",505,90,100,90,80,70,75,https://pokemondb.net/pokedex/dracozolt,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
Arctozolt,"['Electric', 'Ice']",505,90,100,90,90,80,55,https://pokemondb.net/pokedex/arctozolt,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
Dracovish,"['Water', 'Dragon']",505,90,90,100,70,80,75,https://pokemondb.net/pokedex/dracovish,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
Arctovish,"['Water', 'Ice']",505,90,90,100,80,90,55,https://pokemondb.net/pokedex/arctovish,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
Duraludon,"['Steel', 'Dragon']",535,70,95,115,120,50,85,https://pokemondb.net/pokedex/duraludon,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
Dreepy,"['Dragon', 'Ghost']",270,28,60,30,40,30,82,https://pokemondb.net/pokedex/dreepy,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
Drakloak,"['Dragon', 'Ghost']",410,68,80,50,60,50,102,https://pokemondb.net/pokedex/drakloak,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
Dragapult,"['Dragon', 'Ghost']",600,88,120,75,100,75,142,https://pokemondb.net/pokedex/dragapult,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
Zacian,"['Fairy', 'Steel']",720,92,170,115,80,115,148,https://pokemondb.net/pokedex/zacian,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
Zamazenta,"['Fighting', 'Steel']",720,92,130,145,80,145,128,https://pokemondb.net/pokedex/zamazenta,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
Eternatus,"['Poison', 'Dragon']",690,140,85,95,145,95,130,https://pokemondb.net/pokedex/eternatus,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
Kubfu,"['Fighting', '']",385,60,90,60,53,50,72,https://pokemondb.net/pokedex/kubfu,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png
Urshifu,"['Fighting', 'Dark']",550,100,130,100,63,60,97,https://pokemondb.net/pokedex/urshifu,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png
Zarude,"['Dark', 'Grass']",600,105,120,105,70,95,105,https://pokemondb.net/pokedex/zarude,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png
Regieleki,"['Electric', '']",580,80,100,50,100,50,200,https://pokemondb.net/pokedex/regieleki,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png
Regidrago,"['Dragon', '']",580,200,100,50,100,50,80,https://pokemondb.net/pokedex/regidrago,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png
Glastrier,"['Ice', '']",580,100,145,130,65,110,30,https://pokemondb.net/pokedex/glastrier,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png
Spectrier,"['Ghost', '']",580,100,65,60,145,80,130,https://pokemondb.net/pokedex/spectrier,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png
Calyrex,"['Psychic', 'Grass']",500,100,80,80,80,80,80,https://pokemondb.net/pokedex/calyrex,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png
